Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price
6/6/2020,Rajasthan,Kolkata,Lucknow Mandi,Maize,grade a,2374,2696,2672
13-06-2023,West Bengal,Kolkata,Kolkata Market,Maize,Grade A,2146,2488,
4/6/2018,Rajasthan,Patna,APMC Pune,Wheat,grade a,1429,2084,1591
10/14/2019,Uttar Pradesh,Pune,Patna Bazaar,Maize,Standard,2540,2758,2707
30-10-2023,Tamil Nadu,Pune,Jaipur Mandi,Tomato,Standard,827,1104,1006
7/30/2021,Maharashtra,Lucknow,Patna Bazaar,Wheat,Standard,994,1729,1030
8/11/2019,Punjab,Lucknow,Mysuru Yard,Tomato,,2634,2812,2707
1/7/2020,Maharashtra,Jaipur,Jaipur Mandi,Onion,Premium,1817,2462,2114
28/06/2019,Rajasthan,Jaipur,Lucknow Mandi,Maize,Grade A,1444,1606,1517
24-02-2019,Uttar Pradesh,Ludhiana,Patna Bazaar,Potato,Premium,1340,1888,
9/5/2024,Maharashtra,Jaipur,Jaipur Mandi,Soyabean,,1027,1687,1031
24/01/2021,Rajasthan,Pune,Coimbatore Mandi,Onion,FAQ,2236,2396,2364
8/27/2019,West Bengal,Mysuru,Patna Bazaar,Wheat,grade a,2510,2701,2556
6/8/2019,Punjab,Jaipur,Patna Bazaar,Tomato,Local,1373,1536,1532
24-06-2018,West Bengal,Pune,APMC Pune,Rice,FAQ,2246,2568,
20-11-2021,Maharashtra,Coimbatore,Lucknow Mandi,Rice,Hybrid,2039,2642,2088
10/1/2020,Punjab,Mysuru,Mysuru Yard,Rice,Premium,1448,1761,1527
3/20/2023,Maharashtra,Patna,Lucknow Mandi,Rice,FAQ,948,1697,1262
2/18/2020,Tamil Nadu,Jaipur,Ludhiana Market,Cotton,Hybrid,1070,1245,1125
13/07/2023,Karnataka,Lucknow,Patna Bazaar,Tomato,Premium,2208,2451,
4/23/2018,Punjab,Coimbatore,APMC Pune,Soyabean,Hybrid,1560,2135,
12/22/2021,Maharashtra,Ludhiana,Coimbatore Mandi,Tomato,grade a,2059,2394,2274
1/24/2023,Uttar Pradesh,Ludhiana,Patna Bazaar,Rice,Local,2970,3393,3243
8/8/2021,West Bengal,Lucknow,APMC Pune,Soyabean,FAQ,1405,1691,1475
12/5/2024,Tamil Nadu,Kolkata,Jaipur Mandi,Wheat,Premium,1814,1981,
1/8/2024,Bihar,Patna,Ludhiana Market,Potato,Grade A,2678,3032,2861
8/31/2020,Punjab,Jaipur,Lucknow Mandi,Maize,Hybrid,2510,2877,2817
19/01/2020,Maharashtra,Lucknow,Mysuru Yard,Maize,Hybrid,2615,2820,2794
24/05/2023,Karnataka,Kolkata,Lucknow Mandi,Onion,Standard,1425,2186,
17-09-2021,West Bengal,Lucknow,Mysuru Yard,Tomato,Grade A,1394,2053,1965
9/8/2024,Tamil Nadu,Mysuru,APMC Pune,Potato,FAQ,2425,2952,
6/6/2020,Karnataka,Coimbatore,Coimbatore Mandi,Potato,Hybrid,2807,3001,2951
25-08-2020,Karnataka,Lucknow,Lucknow Mandi,Potato,grade a,1730,2001,1868
1/3/2019,West Bengal,Lucknow,Jaipur Mandi,Soyabean,Hybrid,2565,3223,
4/7/2018,West Bengal,Jaipur,Kolkata Market,Maize,Grade A,1780,2064,
7/3/2019,Bihar,Jaipur,Jaipur Mandi,Wheat,Premium,1923,2299,
11/6/2020,Karnataka,Kolkata,Kolkata Market,Onion,Hybrid,1397,1578,1409
7/24/2018,Karnataka,Kolkata,Mysuru Yard,Onion,Standard,1872,2589,
26/01/2023,Rajasthan,Patna,APMC Pune,Potato,Hybrid,2360,2772,2635
29-06-2021,Maharashtra,Kolkata,Kolkata Market,Tomato,,2681,3255,3086
6/4/2022,Punjab,Kolkata,Coimbatore Mandi,Onion,Hybrid,1790,2437,
2/5/2024,West Bengal,Lucknow,Coimbatore Mandi,Rice,FAQ,1717,1915,1724
12/1/2022,Rajasthan,Mysuru,Patna Bazaar,Potato,Standard,2626,3142,3105
3/6/2020,West Bengal,Patna,Mysuru Yard,Potato,FAQ,1628,2320,1850
16/07/2020,Rajasthan,Mysuru,Kolkata Market,Maize,Local,2717,3012,2913
26-05-2020,Rajasthan,Coimbatore,Mysuru Yard,Soyabean,Standard,1245,1548,
4/14/2019,Rajasthan,Kolkata,Lucknow Mandi,Wheat,Premium,2652,3441,3402
4/21/2020,Bihar,Coimbatore,Kolkata Market,Maize,,2825,3615,
17/02/2024,Bihar,Coimbatore,Coimbatore Mandi,Onion,,2916,3637,
9/11/2019,West Bengal,Pune,Lucknow Mandi,Potato,Standard,1253,1637,1617
12/6/2023,Uttar Pradesh,Jaipur,Jaipur Mandi,Potato,grade a,1276,1425,1365
15-02-2022,Rajasthan,Patna,Kolkata Market,Wheat,Premium,820,1188,
6/15/2020,Uttar Pradesh,Patna,Ludhiana Market,Tomato,Hybrid,2152,2911,2840
12/25/2019,Karnataka,Jaipur,Lucknow Mandi,Wheat,Hybrid,2505,2625,2602
27/04/2019,Karnataka,Mysuru,Ludhiana Market,Cotton,Hybrid,898,1357,937
22/06/2019,Maharashtra,Ludhiana,Patna Bazaar,Soyabean,grade a,2338,2766,2403
7/10/2019,Rajasthan,Jaipur,Jaipur Mandi,Potato,Hybrid,1457,2051,1668
1/24/2021,Maharashtra,Jaipur,Kolkata Market,Maize,Grade A,2586,3017,2939
1/4/2022,Punjab,Pune,Lucknow Mandi,Cotton,Premium,1886,2136,2053
10/11/2018,Punjab,Jaipur,Ludhiana Market,Maize,Standard,1699,1983,1754
28-05-2021,Maharashtra,Kolkata,Coimbatore Mandi,Maize,FAQ,1156,1380,1201
12/29/2023,West Bengal,Mysuru,Coimbatore Mandi,Potato,,1936,2640,
5/26/2022,Punjab,Pune,Mysuru Yard,Wheat,Standard,2463,2837,2639
13/08/2022,Maharashtra,Ludhiana,APMC Pune,Onion,Hybrid,2935,3121,3023
30/12/2018,Uttar Pradesh,Lucknow,Coimbatore Mandi,Onion,Local,2536,2991,2867
2/12/2020,Punjab,Coimbatore,Patna Bazaar,Tomato,Local,1155,1438,
22/09/2023,Bihar,Patna,Patna Bazaar,Maize,Local,1419,2030,
16-08-2018,Maharashtra,Ludhiana,Jaipur Mandi,Potato,Grade A,1074,1412,
7/26/2018,Punjab,Kolkata,Jaipur Mandi,Rice,Local,2151,2943,2170
12/1/2018,Rajasthan,Patna,Coimbatore Mandi,Wheat,Premium,1421,1857,1607
10/23/2020,Uttar Pradesh,Pune,APMC Pune,Rice,Grade A,942,1605,1085
2/12/2023,Punjab,Patna,Kolkata Market,Soyabean,Standard,1175,1386,1190
3/12/2022,Punjab,Ludhiana,Ludhiana Market,Cotton,Local,1726,2519,2071
25-02-2021,Maharashtra,Ludhiana,Ludhiana Market,Soyabean,,2730,3126,3014
4/12/2018,Punjab,Mysuru,Ludhiana Market,Wheat,Standard,1650,2253,2000
30-06-2019,Maharashtra,Patna,Lucknow Mandi,Onion,,1756,1907,1894
11/1/2024,Punjab,Lucknow,APMC Pune,Cotton,FAQ,1484,1821,
20-04-2021,Uttar Pradesh,Ludhiana,Coimbatore Mandi,Onion,grade a,2514,2845,2721
11/4/2023,Punjab,Lucknow,Coimbatore Mandi,Maize,Standard,1775,2007,1801
27-04-2022,Rajasthan,Mysuru,Coimbatore Mandi,Maize,,1167,1539,
30-04-2019,Karnataka,Pune,APMC Pune,Cotton,grade a,2838,3342,3084
20/12/2019,Karnataka,Pune,Jaipur Mandi,Maize,Standard,2799,3042,2816
27/05/2024,Rajasthan,Ludhiana,APMC Pune,Rice,Hybrid,1841,2263,2151
12/10/2023,Rajasthan,Lucknow,Patna Bazaar,Tomato,Standard,2498,3186,2703
4/27/2022,Punjab,Coimbatore,Ludhiana Market,Onion,Local,2679,3000,2967
5/9/2022,Tamil Nadu,Ludhiana,Coimbatore Mandi,Cotton,Premium,850,1489,
21/08/2019,Uttar Pradesh,Coimbatore,Ludhiana Market,Tomato,FAQ,1380,1899,1749
19/02/2023,Rajasthan,Patna,Coimbatore Mandi,Rice,Grade A,2424,3118,2594
10/8/2021,Karnataka,Kolkata,Lucknow Mandi,Tomato,grade a,2212,2341,
17/12/2021,Karnataka,Kolkata,Kolkata Market,Rice,Premium,2070,2837,2330
28-02-2023,Tamil Nadu,Coimbatore,Kolkata Market,Maize,Hybrid,2699,3287,2846
14/04/2020,Tamil Nadu,Lucknow,Lucknow Mandi,Cotton,Premium,831,1357,940
20/10/2019,Bihar,Coimbatore,Patna Bazaar,Onion,Standard,2936,3510,
12/11/2018,Rajasthan,Lucknow,Coimbatore Mandi,Potato,Local,1247,1736,1319
9/11/2021,Rajasthan,Jaipur,Kolkata Market,Cotton,Local,2013,2174,
16/04/2024,Maharashtra,Jaipur,APMC Pune,Potato,,1286,1854,1443
2/9/2024,Punjab,Coimbatore,Coimbatore Mandi,Cotton,grade a,1545,1685,1564
10/14/2019,West Bengal,Patna,Kolkata Market,Wheat,Hybrid,1024,1816,
21-12-2023,Rajasthan,Ludhiana,Coimbatore Mandi,Onion,FAQ,2959,3609,3282
31/10/2021,Uttar Pradesh,Jaipur,Jaipur Mandi,Potato,FAQ,1818,2054,1947
25/10/2021,Karnataka,Lucknow,Mysuru Yard,Cotton,Grade A,2089,2766,
12/15/2018,Tamil Nadu,Mysuru,Kolkata Market,Cotton,Premium,2373,3007,2934
2/4/2023,Rajasthan,Patna,Patna Bazaar,Soyabean,Grade A,2493,3188,2727
9/1/2020,Karnataka,Pune,Mysuru Yard,Soyabean,Local,2023,2678,
3/11/2018,Karnataka,Coimbatore,APMC Pune,Onion,,2478,3050,2892
12/4/2023,Punjab,Coimbatore,APMC Pune,Soyabean,grade a,2430,3174,2921
23/06/2023,Punjab,Pune,Ludhiana Market,Onion,Grade A,1951,2675,
9/2/2024,Maharashtra,Kolkata,APMC Pune,Cotton,Grade A,2809,2958,2912
1/15/2024,Uttar Pradesh,Jaipur,Ludhiana Market,Tomato,Hybrid,1795,2191,2065
31-07-2022,Bihar,Mysuru,Mysuru Yard,Potato,Hybrid,1808,2143,2028
19-01-2022,West Bengal,Jaipur,Mysuru Yard,Onion,Local,2834,3142,
12/26/2018,Uttar Pradesh,Jaipur,Ludhiana Market,Tomato,,2170,2729,2243
1/23/2020,Punjab,Pune,Kolkata Market,Onion,Grade A,2024,2823,
8/7/2021,Bihar,Coimbatore,APMC Pune,Cotton,,1048,1748,1696
15/08/2022,Punjab,Pune,Lucknow Mandi,Cotton,Local,2876,3318,
7/9/2018,Punjab,Kolkata,APMC Pune,Cotton,Standard,1713,2109,2033
12/20/2023,Punjab,Pune,Kolkata Market,Maize,,1062,1552,
22/12/2023,Punjab,Jaipur,Ludhiana Market,Potato,FAQ,2570,3215,3095
6/2/2019,Karnataka,Mysuru,Patna Bazaar,Wheat,Hybrid,1111,1823,1364
9/19/2018,Rajasthan,Ludhiana,Lucknow Mandi,Maize,,2201,2811,2648
4/23/2024,Uttar Pradesh,Kolkata,Lucknow Mandi,Rice,Grade A,2650,3377,
4/14/2019,Tamil Nadu,Mysuru,APMC Pune,Potato,Standard,1632,2320,
5/10/2024,Punjab,Pune,Lucknow Mandi,Cotton,Local,2068,2567,2141
15-10-2018,Tamil Nadu,Patna,APMC Pune,Maize,Local,2986,3287,
1/16/2018,Tamil Nadu,Mysuru,Jaipur Mandi,Tomato,,2628,3057,3037
21/12/2018,Maharashtra,Lucknow,Jaipur Mandi,Soyabean,Hybrid,1009,1621,1039
12/24/2022,Tamil Nadu,Lucknow,Kolkata Market,Tomato,FAQ,2027,2552,2524
16-07-2024,Maharashtra,Kolkata,APMC Pune,Cotton,Grade A,2741,2863,2753
23-05-2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Soyabean,Local,2745,2989,2932
8/6/2024,Tamil Nadu,Lucknow,Kolkata Market,Tomato,,2632,3003,2978
6/14/2024,Tamil Nadu,Mysuru,Kolkata Market,Cotton,Local,1633,2317,
7/31/2024,Tamil Nadu,Jaipur,Kolkata Market,Onion,Premium,1626,2404,
29/10/2022,Karnataka,Patna,Kolkata Market,Potato,,1095,1688,1457
10/8/2022,Tamil Nadu,Jaipur,Patna Bazaar,Rice,FAQ,852,1308,
4/3/2022,Karnataka,Lucknow,APMC Pune,Tomato,Premium,2152,2910,
1/8/2019,Tamil Nadu,Ludhiana,Kolkata Market,Onion,grade a,1463,1710,
4/12/2020,Maharashtra,Ludhiana,Jaipur Mandi,Cotton,Hybrid,2606,2847,2742
12/31/2021,Rajasthan,Ludhiana,Jaipur Mandi,Maize,Local,2449,2754,2563
20/04/2023,Karnataka,Ludhiana,Kolkata Market,Cotton,FAQ,2477,3188,2900
18/02/2021,Punjab,Kolkata,Coimbatore Mandi,Potato,Hybrid,1499,1703,1692
9/9/2024,Maharashtra,Pune,Kolkata Market,Wheat,Grade A,1124,1524,1354
10/25/2024,Karnataka,Mysuru,Mysuru Yard,Maize,FAQ,2263,2953,2760
12/15/2020,Karnataka,Ludhiana,Mysuru Yard,Onion,Hybrid,1372,1668,1589
7/2/2022,Maharashtra,Mysuru,Ludhiana Market,Potato,Premium,1246,1822,1529
26/11/2023,Karnataka,Ludhiana,Jaipur Mandi,Cotton,Grade A,1882,2637,
26-12-2020,West Bengal,Jaipur,Kolkata Market,Potato,,1936,2598,
7/1/2021,Bihar,Kolkata,Jaipur Mandi,Cotton,Hybrid,853,1403,1281
3/10/2019,Uttar Pradesh,Patna,Jaipur Mandi,Onion,Hybrid,1878,2210,2134
4/12/2018,Rajasthan,Jaipur,Kolkata Market,Onion,Local,999,1558,
24/10/2022,West Bengal,Lucknow,Mysuru Yard,Onion,Standard,1350,1474,
12/11/2021,Uttar Pradesh,Lucknow,Coimbatore Mandi,Wheat,Premium,2266,2847,
4/18/2018,Punjab,Coimbatore,Lucknow Mandi,Tomato,FAQ,2687,3362,2688
24/07/2018,Bihar,Mysuru,Ludhiana Market,Tomato,Local,2683,3267,
10/3/2023,Bihar,Pune,Jaipur Mandi,Onion,Premium,1733,2371,1860
11/9/2021,West Bengal,Mysuru,Lucknow Mandi,Cotton,,1439,1906,
15-08-2019,Uttar Pradesh,Mysuru,Kolkata Market,Tomato,Local,1619,1862,1723
14-06-2021,Uttar Pradesh,Kolkata,Mysuru Yard,Potato,grade a,1223,1362,1313
5/6/2018,Tamil Nadu,Jaipur,Jaipur Mandi,Potato,,898,1531,
10/6/2024,Karnataka,Ludhiana,Kolkata Market,Tomato,Premium,1575,1774,1683
18-01-2018,West Bengal,Kolkata,Kolkata Market,Wheat,FAQ,2240,2502,2444
16-09-2020,Karnataka,Mysuru,Patna Bazaar,Cotton,Grade A,1457,2225,
15-04-2023,Punjab,Lucknow,Jaipur Mandi,Potato,Hybrid,2851,3338,3104
10/29/2019,Uttar Pradesh,Patna,Mysuru Yard,Onion,Hybrid,1680,2195,2137
22/03/2023,Bihar,Lucknow,Mysuru Yard,Potato,Grade A,2234,2409,
26/11/2019,Tamil Nadu,Kolkata,Mysuru Yard,Maize,Local,2277,2659,
20-01-2020,Uttar Pradesh,Coimbatore,Patna Bazaar,Maize,Premium,2015,2230,2160
7/2/2018,West Bengal,Kolkata,Patna Bazaar,Tomato,Premium,880,1231,945
6/8/2024,Rajasthan,Ludhiana,Lucknow Mandi,Soyabean,FAQ,2521,3119,2622
27/03/2023,Maharashtra,Ludhiana,APMC Pune,Potato,grade a,2262,2959,2327
11/8/2024,Bihar,Coimbatore,Kolkata Market,Soyabean,Premium,2285,2643,2483
5/10/2022,Karnataka,Mysuru,Jaipur Mandi,Onion,Premium,2583,2989,
3/2/2024,Uttar Pradesh,Mysuru,Kolkata Market,Potato,,1899,2569,2099
27-08-2020,West Bengal,Mysuru,Ludhiana Market,Wheat,Standard,811,1046,937
22/10/2023,Tamil Nadu,Kolkata,Ludhiana Market,Soyabean,Local,2410,2649,2584
22-10-2024,Bihar,Kolkata,Kolkata Market,Rice,grade a,2029,2635,2181
29/02/2020,Rajasthan,Ludhiana,Ludhiana Market,Cotton,Hybrid,2594,3281,
5/16/2019,Karnataka,Kolkata,APMC Pune,Wheat,grade a,1347,1739,1653
24/02/2018,Rajasthan,Kolkata,Mysuru Yard,Onion,FAQ,2366,3154,2549
11/15/2021,West Bengal,Lucknow,Jaipur Mandi,Wheat,,1003,1104,
27-03-2021,Uttar Pradesh,Kolkata,Lucknow Mandi,Rice,Standard,1497,1907,1710
8/27/2019,Uttar Pradesh,Mysuru,APMC Pune,Cotton,Standard,1006,1716,1542
6/11/2021,Tamil Nadu,Lucknow,Lucknow Mandi,Maize,FAQ,1629,2121,
21-04-2024,Punjab,Pune,Coimbatore Mandi,Soyabean,grade a,2480,2994,2740
4/11/2020,West Bengal,Lucknow,Kolkata Market,Soyabean,grade a,840,1609,1302
11/12/2023,Maharashtra,Jaipur,Mysuru Yard,Tomato,Grade A,1982,2729,2130
6/12/2022,Bihar,Mysuru,Ludhiana Market,Potato,grade a,2847,3150,
12/23/2021,Uttar Pradesh,Ludhiana,Lucknow Mandi,Tomato,Premium,1539,2149,
12/20/2019,Uttar Pradesh,Ludhiana,Coimbatore Mandi,Tomato,Premium,2540,2805,
24/11/2021,Karnataka,Pune,Coimbatore Mandi,Tomato,FAQ,2488,3109,
5/4/2022,Uttar Pradesh,Pune,Ludhiana Market,Wheat,Hybrid,1236,1443,1343
5/1/2023,Tamil Nadu,Patna,Kolkata Market,Cotton,,1531,1856,1744
8/21/2024,Bihar,Kolkata,Patna Bazaar,Onion,Local,2180,2758,2431
2/3/2020,Uttar Pradesh,Kolkata,Kolkata Market,Rice,Local,1487,1967,1495
7/24/2024,Punjab,Coimbatore,Ludhiana Market,Rice,Standard,2326,2852,2327
4/4/2019,West Bengal,Patna,Kolkata Market,Maize,FAQ,2790,3182,2851
23/01/2023,West Bengal,Lucknow,Jaipur Mandi,Onion,FAQ,1059,1808,
10/5/2024,Punjab,Pune,Patna Bazaar,Rice,Grade A,2226,2578,2439
10/2/2018,Rajasthan,Mysuru,Lucknow Mandi,Potato,Premium,1304,1504,1329
6/3/2019,Karnataka,Lucknow,Mysuru Yard,Soyabean,Grade A,825,958,955
30/09/2021,Maharashtra,Ludhiana,Lucknow Mandi,Tomato,grade a,1637,2080,1963
5/20/2018,Karnataka,Patna,Mysuru Yard,Maize,FAQ,1548,1958,1942
7/4/2018,Punjab,Lucknow,Kolkata Market,Cotton,Standard,1500,1722,1720
17/03/2018,West Bengal,Kolkata,Patna Bazaar,Wheat,Grade A,2343,3095,
30/11/2019,Maharashtra,Coimbatore,Coimbatore Mandi,Onion,Hybrid,823,1405,889
8/23/2024,Tamil Nadu,Jaipur,Patna Bazaar,Potato,Standard,1834,2114,1980
10/24/2019,Tamil Nadu,Jaipur,Coimbatore Mandi,Potato,Premium,2058,2325,
3/12/2023,Punjab,Mysuru,Patna Bazaar,Soyabean,FAQ,2901,3667,
2/15/2023,West Bengal,Patna,APMC Pune,Rice,FAQ,1666,2052,
6/26/2023,Punjab,Coimbatore,Coimbatore Mandi,Onion,,1616,1898,1779
23/03/2023,Karnataka,Pune,Ludhiana Market,Maize,FAQ,1953,2055,2021
23/05/2024,West Bengal,Ludhiana,Lucknow Mandi,Soyabean,Grade A,2915,3245,
24-10-2022,Karnataka,Coimbatore,Coimbatore Mandi,Cotton,grade a,2309,3006,2429
9/30/2018,Punjab,Mysuru,Coimbatore Mandi,Potato,Premium,2344,2480,2395
28/05/2024,Karnataka,Patna,Coimbatore Mandi,Potato,Grade A,2287,2937,2934
2/18/2024,Punjab,Patna,Ludhiana Market,Rice,Hybrid,904,1183,
4/18/2019,Rajasthan,Jaipur,Mysuru Yard,Cotton,grade a,2388,2607,2389
17-12-2023,West Bengal,Jaipur,Jaipur Mandi,Potato,Grade A,1437,1786,1570
2/25/2019,Karnataka,Jaipur,Lucknow Mandi,Rice,Standard,2751,3312,
22-09-2024,Bihar,Mysuru,Lucknow Mandi,Soyabean,FAQ,2661,3025,2856
12/5/2022,West Bengal,Jaipur,Lucknow Mandi,Potato,FAQ,2820,3079,
18/06/2024,Karnataka,Jaipur,Jaipur Mandi,Soyabean,,962,1153,
3/9/2019,West Bengal,Pune,Mysuru Yard,Tomato,grade a,2230,2695,
10/5/2019,Uttar Pradesh,Mysuru,Mysuru Yard,Soyabean,grade a,1713,2227,
11/11/2018,Tamil Nadu,Jaipur,Lucknow Mandi,Soyabean,FAQ,1579,2175,1927
11/22/2023,Maharashtra,Jaipur,Coimbatore Mandi,Rice,grade a,2642,3412,
30-09-2021,Tamil Nadu,Lucknow,Kolkata Market,Wheat,Local,1863,2432,
21-09-2024,West Bengal,Coimbatore,Coimbatore Mandi,Soyabean,Hybrid,1050,1206,1202
3/3/2021,Bihar,Ludhiana,Kolkata Market,Onion,,1509,1876,1799
8/4/2024,Rajasthan,Patna,APMC Pune,Potato,,2912,3147,2917
9/4/2024,Bihar,Patna,Mysuru Yard,Tomato,Local,2056,2605,2147
7/25/2024,Punjab,Patna,Patna Bazaar,Maize,Grade A,1200,1460,1203
10/9/2021,Rajasthan,Kolkata,Lucknow Mandi,Tomato,Premium,1803,2580,2262
28-12-2019,Rajasthan,Coimbatore,Mysuru Yard,Wheat,Standard,1973,2235,2141
20-11-2018,Punjab,Jaipur,Kolkata Market,Maize,Standard,2530,2749,2649
12/4/2018,West Bengal,Lucknow,Jaipur Mandi,Rice,grade a,2141,2377,2306
11/5/2024,West Bengal,Mysuru,Patna Bazaar,Potato,FAQ,971,1361,1300
14/10/2021,West Bengal,Kolkata,Patna Bazaar,Maize,Standard,2189,2499,
12/9/2024,Bihar,Lucknow,Kolkata Market,Tomato,,2907,3454,3416
5/30/2018,Tamil Nadu,Coimbatore,Coimbatore Mandi,Potato,Grade A,1119,1880,1654
18/08/2022,Uttar Pradesh,Mysuru,Kolkata Market,Soyabean,,1492,1893,1878
19-11-2018,West Bengal,Pune,Jaipur Mandi,Cotton,Grade A,1854,2100,2057
4/19/2018,Karnataka,Kolkata,Lucknow Mandi,Rice,Grade A,2996,3314,3260
11/5/2018,Karnataka,Kolkata,Coimbatore Mandi,Rice,Standard,2962,3484,3243
29/06/2020,West Bengal,Coimbatore,Patna Bazaar,Tomato,Premium,2903,3042,3004
6/9/2023,Karnataka,Pune,Jaipur Mandi,Cotton,Local,1737,2243,1785
2/4/2023,Bihar,Pune,APMC Pune,Tomato,,2724,2957,2732
11/6/2023,Maharashtra,Ludhiana,Kolkata Market,Soyabean,,2146,2545,2431
19-04-2019,Rajasthan,Patna,Ludhiana Market,Onion,grade a,965,1234,987
4/11/2021,Karnataka,Patna,Patna Bazaar,Cotton,FAQ,1962,2702,2090
26-09-2021,Tamil Nadu,Patna,APMC Pune,Onion,Standard,2817,3013,
9/16/2022,Punjab,Pune,Coimbatore Mandi,Tomato,Standard,2888,3659,3196
29-04-2019,Tamil Nadu,Mysuru,Coimbatore Mandi,Onion,grade a,2847,3528,3274
16-01-2024,Karnataka,Ludhiana,Patna Bazaar,Tomato,FAQ,1443,2206,2073
7/11/2020,Maharashtra,Jaipur,APMC Pune,Tomato,Local,2059,2783,
1/10/2024,Punjab,Patna,Lucknow Mandi,Rice,Premium,2586,3094,2937
13/03/2021,Bihar,Jaipur,Jaipur Mandi,Potato,Standard,2521,2684,2535
3/27/2021,West Bengal,Ludhiana,Patna Bazaar,Soyabean,,1370,1575,1481
25/01/2022,Tamil Nadu,Kolkata,Jaipur Mandi,Maize,Local,1315,1458,
3/19/2018,Maharashtra,Mysuru,Jaipur Mandi,Maize,,1640,2034,
3/11/2018,West Bengal,Pune,Mysuru Yard,Soyabean,Standard,1808,2026,1938
8/6/2020,Rajasthan,Pune,Mysuru Yard,Maize,grade a,1412,1619,1420
23-07-2022,Uttar Pradesh,Kolkata,Kolkata Market,Maize,Local,2287,2757,2520
1/6/2024,Uttar Pradesh,Pune,Patna Bazaar,Maize,Hybrid,904,1100,
12/3/2019,Rajasthan,Coimbatore,Coimbatore Mandi,Rice,grade a,1199,1618,
1/12/2024,Punjab,Pune,Coimbatore Mandi,Wheat,Hybrid,1598,2256,1908
25/02/2023,Uttar Pradesh,Patna,Jaipur Mandi,Potato,Local,1422,2171,
10/1/2024,Karnataka,Ludhiana,Coimbatore Mandi,Soyabean,Premium,1372,1875,1770
8/8/2018,Karnataka,Patna,APMC Pune,Onion,Local,1009,1483,1455
3/19/2018,Uttar Pradesh,Lucknow,Lucknow Mandi,Onion,FAQ,1601,1922,1859
8/18/2023,Maharashtra,Jaipur,Patna Bazaar,Maize,grade a,2351,2870,2353
1/10/2020,Karnataka,Lucknow,Patna Bazaar,Tomato,FAQ,2363,3107,
2/26/2023,Karnataka,Patna,Mysuru Yard,Rice,Hybrid,2047,2804,
8/7/2022,West Bengal,Patna,Patna Bazaar,Wheat,FAQ,1632,2233,2008
6/10/2023,Maharashtra,Jaipur,Jaipur Mandi,Rice,Local,1674,2114,
29-04-2020,Rajasthan,Patna,Patna Bazaar,Soyabean,Premium,2678,2930,2892
15-08-2021,West Bengal,Lucknow,Coimbatore Mandi,Potato,,2840,3314,
13/06/2019,West Bengal,Kolkata,Coimbatore Mandi,Maize,Local,1275,2036,1693
3/5/2020,Karnataka,Pune,Jaipur Mandi,Wheat,FAQ,1129,1506,1502
1/17/2024,Maharashtra,Pune,Patna Bazaar,Soyabean,,2221,2989,2801
3/25/2023,West Bengal,Jaipur,Patna Bazaar,Wheat,Local,2710,3002,2784
18/06/2023,Rajasthan,Jaipur,Kolkata Market,Maize,FAQ,1635,2099,1674
13-10-2019,Rajasthan,Jaipur,Jaipur Mandi,Tomato,grade a,2980,3280,
11/23/2019,Punjab,Jaipur,Jaipur Mandi,Tomato,Local,1372,1535,
28/05/2023,Maharashtra,Coimbatore,Jaipur Mandi,Cotton,Grade A,2575,3369,2596
14-12-2019,Bihar,Ludhiana,Patna Bazaar,Maize,,917,1526,1048
24/03/2018,Bihar,Mysuru,APMC Pune,Wheat,Local,2114,2797,
20/03/2020,Punjab,Mysuru,Ludhiana Market,Tomato,grade a,1020,1756,1204
4/10/2021,Rajasthan,Mysuru,APMC Pune,Maize,Hybrid,2208,2459,2418
19/11/2019,Punjab,Lucknow,Mysuru Yard,Rice,grade a,1417,2009,1578
7/1/2019,Uttar Pradesh,Kolkata,Kolkata Market,Rice,FAQ,804,1038,858
24-03-2024,Karnataka,Patna,Jaipur Mandi,Cotton,Local,2930,3588,3403
18-02-2022,Maharashtra,Jaipur,Patna Bazaar,Tomato,grade a,1415,1717,
19/11/2020,Maharashtra,Patna,Coimbatore Mandi,Maize,grade a,2621,3089,2762
8/21/2020,West Bengal,Mysuru,Patna Bazaar,Maize,Premium,2912,3031,
3/9/2021,Uttar Pradesh,Coimbatore,Mysuru Yard,Onion,Grade A,1313,1680,
4/3/2022,Rajasthan,Patna,Patna Bazaar,Potato,Grade A,2345,2854,2543
10/28/2021,Karnataka,Mysuru,APMC Pune,Cotton,grade a,1069,1620,1089
12/9/2020,Tamil Nadu,Pune,APMC Pune,Cotton,,2029,2451,2185
10/27/2019,Maharashtra,Jaipur,Kolkata Market,Onion,grade a,1836,2190,
19/06/2019,Maharashtra,Mysuru,Mysuru Yard,Potato,Standard,2139,2433,
16/09/2024,Punjab,Pune,APMC Pune,Maize,Premium,2039,2563,2333
24-03-2020,Maharashtra,Jaipur,Patna Bazaar,Rice,Hybrid,2478,2697,
8/1/2022,Karnataka,Lucknow,Ludhiana Market,Wheat,Hybrid,2778,2915,2879
9/28/2020,Maharashtra,Patna,Ludhiana Market,Maize,Standard,2479,3180,2532
12/5/2023,Uttar Pradesh,Patna,Ludhiana Market,Rice,Grade A,1488,2226,2065
29-11-2022,Rajasthan,Kolkata,Ludhiana Market,Cotton,grade a,2023,2555,2275
