Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,,,
05/07/2018,West Bengal,Patna,Patna Bazaar,Cotton,Local,1874,2574,2224,,,
04/02/2022,Tamil Nadu,Kolkata,Mysuru Yard,Soyabean,Grade A,1752,1865,1770,,,
07/10/2022,Uttar Pradesh,Lucknow,APMC Pune,Tomato,Premium,1585,2202,1713,,,
06/09/2024,Karnataka,Pune,Coimbatore Mandi,Wheat,Premium,2441,3062,2770,,,
11/08/2024,Bihar,Patna,Jaipur Mandi,Potato,Grade A,1930,2369,2149.5,,,
06/11/2024,West Bengal,Lucknow,Ludhiana Market,Onion,Faq,2148,2883,2690,,,
04/12/2022,Karnataka,Patna,Jaipur Mandi,Wheat,Unknown,1676,2417,1813,,,
02/02/2021,Tamil Nadu,Jaipur,Kolkata Market,Rice,Local,1404,2157,1813,,,
11/11/2023,West Bengal,Kolkata,Lucknow Mandi,Cotton,Grade A,1831,2519,2204,,,
12/06/2024,Uttar Pradesh,Kolkata,Patna Bazaar,Soyabean,Local,1942,2474,2208,,,
02/27/2021,Uttar Pradesh,Kolkata,Lucknow Mandi,Maize,Local,1606,2195,1623,,,
02/10/2026,Karnataka,Jaipur,Jaipur Mandi,Cotton,Premium,2994,3271,3090,,,
08/03/2022,Bihar,Coimbatore,APMC Pune,Maize,Unknown,1468,2019,1551,,,
01/06/2021,West Bengal,Coimbatore,Lucknow Mandi,Rice,Local,2649,3206,3004,,,
12/01/2023,Karnataka,Mysuru,Jaipur Mandi,Cotton,Faq,871,1056,963.5,,,
08/11/2021,Punjab,Ludhiana,Jaipur Mandi,Soyabean,Grade A,2078,2405,2183,,,
08/06/2019,Tamil Nadu,Coimbatore,Ludhiana Market,Maize,Grade A,2895,3277,2968,,,
08/06/2024,Punjab,Patna,Ludhiana Market,Tomato,Grade A,2699,3224,2762,,,
01/11/2023,Uttar Pradesh,Mysuru,Lucknow Mandi,Onion,Hybrid,1981,2273,2127,,,
11/08/2022,Bihar,Ludhiana,Kolkata Market,Maize,Grade A,2884,3233,3058.5,,,
04/08/2022,Maharashtra,Jaipur,Lucknow Mandi,Tomato,Unknown,2407,3029,2433,,,
12/20/2019,Tamil Nadu,Kolkata,Jaipur Mandi,Potato,Hybrid,2331,2801,2566,,,
01/06/2024,Karnataka,Lucknow,Lucknow Mandi,Tomato,Local,847,1046,946.5,,,
08/12/2018,Rajasthan,Jaipur,Ludhiana Market,Rice,Local,1291,1814,1735,,,
05/23/2019,Punjab,Lucknow,Kolkata Market,Rice,Standard,2750,3237,2993.5,,,
08/03/2023,Karnataka,Pune,Kolkata Market,Tomato,Grade A,1731,2382,2372,,,
06/24/2022,Karnataka,Ludhiana,APMC Pune,Maize,Standard,2513,2856,2564,,,
05/09/2020,Bihar,Mysuru,Lucknow Mandi,Wheat,Standard,2952,3619,3285.5,,,
03/24/2020,Rajasthan,Kolkata,Patna Bazaar,Cotton,Premium,2448,3018,2569,,,
07/30/2018,West Bengal,Pune,Coimbatore Mandi,Rice,Local,2491,3250,2588,,,
04/09/2022,Tamil Nadu,Jaipur,Ludhiana Market,Rice,Standard,2711,3182,2971,,,
04/03/2025,Rajasthan,Patna,Jaipur Mandi,Potato,Premium,858,1556,896,,,
12/04/2025,Maharashtra,Mysuru,Mysuru Yard,Soyabean,Hybrid,1293,1540,1411,,,
05/24/2021,Maharashtra,Pune,Mysuru Yard,Wheat,Premium,1449,1621,1571,,,
07/08/2023,Karnataka,Ludhiana,Lucknow Mandi,Wheat,Standard,1976,2655,2146,,,
03/03/2025,Uttar Pradesh,Mysuru,Mysuru Yard,Onion,Premium,815,1422,1229,,,
11/03/2020,Rajasthan,Ludhiana,Ludhiana Market,Rice,Premium,1589,1839,1608,,,
04/02/2024,Tamil Nadu,Mysuru,Ludhiana Market,Maize,Local,2436,2566,2510,,,
03/08/2024,Tamil Nadu,Mysuru,Patna Bazaar,Wheat,Grade A,1167,1469,1169,,,
11/10/2025,Uttar Pradesh,Kolkata,Mysuru Yard,Wheat,Local,941,1216,1078.5,,,
04/01/2020,Karnataka,Pune,Jaipur Mandi,Rice,Grade A,2511,2612,2561.5,,,
09/04/2020,Bihar,Coimbatore,Kolkata Market,Wheat,Hybrid,882,1004,926,,,
09/06/2021,Karnataka,Pune,Jaipur Mandi,Wheat,Grade A,2034,2649,2397,,,
12/06/2021,Bihar,Coimbatore,Patna Bazaar,Potato,Premium,2128,2507,2369,,,
06/09/2021,Karnataka,Jaipur,Mysuru Yard,Cotton,Faq,1623,2194,1836,,,
04/01/2020,Bihar,Pune,Ludhiana Market,Rice,Local,2439,3152,3037,,,
12/12/2023,Tamil Nadu,Kolkata,Coimbatore Mandi,Tomato,Local,856,1367,1111.5,,,
10/09/2022,Uttar Pradesh,Coimbatore,Coimbatore Mandi,Onion,Grade A,2252,2787,2556,,,
10/05/2024,Punjab,Patna,Lucknow Mandi,Cotton,Grade A,2259,2898,2499,,,
08/07/2021,West Bengal,Jaipur,Lucknow Mandi,Rice,Local,2195,2320,2258,,,
03/05/2018,Rajasthan,Kolkata,Jaipur Mandi,Soyabean,Grade A,2567,2720,2654,,,
05/05/2026,Rajasthan,Pune,Jaipur Mandi,Onion,Unknown,1802,2367,2084.5,,,
12/03/2022,Bihar,Patna,Mysuru Yard,Wheat,Premium,1723,2048,1885.5,,,
04/16/2023,Rajasthan,Ludhiana,Jaipur Mandi,Tomato,Standard,2717,2925,2751,,,
06/27/2018,Uttar Pradesh,Mysuru,Patna Bazaar,Cotton,Premium,1215,1487,1351,,,
01/05/2023,Bihar,Coimbatore,Kolkata Market,Maize,Hybrid,2742,3149,2841,,,
04/03/2022,Punjab,Kolkata,Jaipur Mandi,Potato,Standard,1594,2070,1652,,,
05/11/2023,Uttar Pradesh,Coimbatore,APMC Pune,Cotton,Hybrid,2196,2475,2338,,,
11/01/2023,West Bengal,Lucknow,Ludhiana Market,Wheat,Standard,916,1581,1248.5,,,
08/08/2020,Uttar Pradesh,Ludhiana,Mysuru Yard,Tomato,Hybrid,2188,2590,2236,,,
01/06/2022,Maharashtra,Patna,Patna Bazaar,Tomato,Hybrid,2883,3544,3207,,,
07/12/2022,Tamil Nadu,Pune,Patna Bazaar,Tomato,Hybrid,2874,3212,3082,,,
05/08/2024,Rajasthan,Patna,Patna Bazaar,Tomato,Grade A,2666,2816,2741,,,
06/11/2020,Tamil Nadu,Ludhiana,Coimbatore Mandi,Cotton,Grade A,2336,2848,2592,,,
07/02/2020,Bihar,Lucknow,APMC Pune,Tomato,Standard,1774,2056,1791,,,
11/24/2021,Rajasthan,Ludhiana,APMC Pune,Soyabean,Faq,917,1711,1652,,,
06/07/2021,Rajasthan,Jaipur,Coimbatore Mandi,Tomato,Local,1488,1988,1609,,,
07/01/2019,Maharashtra,Kolkata,Coimbatore Mandi,Rice,Standard,2660,3388,3293,,,
01/28/2021,Punjab,Ludhiana,Kolkata Market,Cotton,Grade A,2051,2637,2344,,,
12/08/2024,Maharashtra,Jaipur,Lucknow Mandi,Tomato,Standard,2181,2784,2629,,,
06/06/2018,Punjab,Patna,Lucknow Mandi,Maize,Premium,1108,1430,1382,,,
05/23/2024,Bihar,Lucknow,Coimbatore Mandi,Rice,Grade A,1163,1544,1436,,,
03/31/2019,West Bengal,Jaipur,Patna Bazaar,Tomato,Grade A,1368,1534,1498,,,
12/26/2019,Tamil Nadu,Patna,Ludhiana Market,Rice,Local,2645,2953,2725,,,
11/07/2018,Rajasthan,Kolkata,Ludhiana Market,Potato,Unknown,1440,2085,1949,,,
02/06/2019,Maharashtra,Lucknow,Patna Bazaar,Potato,Local,2040,2732,2430,,,
01/09/2024,Rajasthan,Ludhiana,Coimbatore Mandi,Soyabean,Faq,881,1445,1163,,,
12/04/2021,Rajasthan,Patna,Kolkata Market,Wheat,Standard,2395,2649,2522,,,
08/12/2023,Karnataka,Jaipur,Patna Bazaar,Rice,Grade A,2167,2754,2199,,,
05/10/2020,Karnataka,Mysuru,Kolkata Market,Wheat,Standard,2557,2764,2719,,,
01/04/2021,Tamil Nadu,Mysuru,Mysuru Yard,Potato,Grade A,977,1300,1138.5,,,
06/11/2021,Uttar Pradesh,Mysuru,Patna Bazaar,Wheat,Unknown,1131,1247,1189,,,
02/06/2024,Maharashtra,Patna,Jaipur Mandi,Cotton,Premium,2648,2802,2748,,,
11/12/2020,Rajasthan,Pune,Patna Bazaar,Maize,Hybrid,2605,2780,2666,,,
02/10/2024,Uttar Pradesh,Pune,Patna Bazaar,Rice,Hybrid,2665,2903,2695,,,
05/03/2019,West Bengal,Ludhiana,APMC Pune,Rice,Faq,2459,2717,2693,,,
08/11/2018,Rajasthan,Ludhiana,Mysuru Yard,Cotton,Hybrid,1421,2029,1503,,,
05/12/2022,West Bengal,Jaipur,APMC Pune,Tomato,Unknown,2626,2812,2654,,,
12/01/2021,Karnataka,Mysuru,APMC Pune,Maize,Grade A,1151,1312,1283,,,
04/09/2022,West Bengal,Jaipur,Coimbatore Mandi,Cotton,Grade A,1611,1727,1669,,,
04/12/2020,Punjab,Coimbatore,Mysuru Yard,Maize,Unknown,1010,1586,1427,,,
06/09/2020,West Bengal,Kolkata,Ludhiana Market,Wheat,Hybrid,2282,2522,2459,,,
07/10/2022,Bihar,Lucknow,Jaipur Mandi,Potato,Premium,2607,3365,2727,,,
11/18/2018,Maharashtra,Coimbatore,Ludhiana Market,Maize,Premium,922,1637,943,,,
08/02/2022,Punjab,Mysuru,Ludhiana Market,Cotton,Standard,1601,2109,1952,,,
08/06/2025,Punjab,Coimbatore,APMC Pune,Onion,Standard,2197,2539,2206,,,
10/24/2022,West Bengal,Patna,Lucknow Mandi,Soyabean,Premium,2446,2699,2572.5,,,
12/05/2023,Rajasthan,Ludhiana,Kolkata Market,Rice,Faq,2628,2873,2701,,,
06/04/2020,West Bengal,Coimbatore,Coimbatore Mandi,Soyabean,Standard,2972,3307,3217,,,
08/08/2024,Maharashtra,Coimbatore,Coimbatore Mandi,Tomato,Standard,1647,1976,1815,,,
01/01/2018,Rajasthan,Pune,Jaipur Mandi,Wheat,Grade A,2401,2825,2541,,,
07/10/2025,Bihar,Patna,Lucknow Mandi,Maize,Grade A,2448,3208,2541,,,
03/08/2020,Karnataka,Pune,Patna Bazaar,Cotton,Local,804,931,871,,,
01/26/2020,Tamil Nadu,Jaipur,Mysuru Yard,Cotton,Local,2369,3056,3047,,,
12/30/2021,Rajasthan,Pune,Coimbatore Mandi,Cotton,Grade A,2443,3026,2734.5,,,
02/08/2024,Tamil Nadu,Mysuru,Kolkata Market,Maize,Premium,2740,2940,2840,,,
01/10/2025,Punjab,Lucknow,Kolkata Market,Potato,Hybrid,1704,2307,2010,,,
04/29/2024,Uttar Pradesh,Kolkata,APMC Pune,Maize,Standard,1029,1797,1413,,,
03/08/2021,Karnataka,Coimbatore,Jaipur Mandi,Rice,Hybrid,1865,2048,1956.5,,,
09/27/2024,Karnataka,Jaipur,Coimbatore Mandi,Onion,Unknown,1425,1722,1559,,,
07/02/2025,Tamil Nadu,Jaipur,Mysuru Yard,Tomato,Grade A,2025,2570,2088,,,
06/07/2024,West Bengal,Pune,Patna Bazaar,Rice,Faq,2125,2229,2200,,,
04/11/2024,Tamil Nadu,Lucknow,APMC Pune,Soyabean,Hybrid,893,1656,1274.5,,,
08/07/2019,Uttar Pradesh,Patna,Ludhiana Market,Tomato,Standard,2255,2958,2606.5,,,
02/09/2021,Karnataka,Kolkata,Mysuru Yard,Cotton,Grade A,2098,2232,2165,,,
10/18/2020,Tamil Nadu,Patna,Jaipur Mandi,Tomato,Grade A,2326,2904,2804,,,
03/11/2023,Karnataka,Kolkata,Kolkata Market,Onion,Premium,1470,2169,1879,,,
05/08/2018,Maharashtra,Jaipur,Mysuru Yard,Soyabean,Grade A,2256,2612,2256,,,
05/05/2026,Uttar Pradesh,Mysuru,Kolkata Market,Wheat,Grade A,1644,1856,1697,,,
02/11/2020,Rajasthan,Mysuru,APMC Pune,Potato,Unknown,1275,1958,1470,,,
03/03/2024,Uttar Pradesh,Kolkata,APMC Pune,Maize,Hybrid,2196,2304,2252,,,
07/21/2023,Punjab,Jaipur,Coimbatore Mandi,Tomato,Hybrid,2009,2174,2092,,,
01/06/2021,Punjab,Patna,Kolkata Market,Cotton,Grade A,1688,2020,1854,,,
04/06/2023,Uttar Pradesh,Mysuru,Jaipur Mandi,Potato,Unknown,2080,2706,2655,,,
04/06/2023,Tamil Nadu,Coimbatore,Jaipur Mandi,Onion,Local,1737,1881,1740,,,
08/06/2025,Bihar,Kolkata,Jaipur Mandi,Rice,Local,1096,1724,1715,,,
12/06/2018,West Bengal,Pune,Lucknow Mandi,Wheat,Unknown,1856,2025,1988,,,
05/09/2026,Bihar,Pune,Lucknow Mandi,Cotton,Standard,1532,2317,1894,,,
09/07/2022,Punjab,Pune,Jaipur Mandi,Tomato,Unknown,1247,1431,1339,,,
07/10/2025,Tamil Nadu,Lucknow,Lucknow Mandi,Maize,Local,1631,2197,1914,,,
02/06/2018,Tamil Nadu,Pune,Patna Bazaar,Rice,Grade A,1865,2351,2108,,,
04/12/2024,Rajasthan,Lucknow,Mysuru Yard,Potato,Grade A,2278,2582,2480,,,
06/10/2023,Punjab,Patna,Jaipur Mandi,Cotton,Hybrid,2167,2369,2348,,,
03/02/2023,West Bengal,Ludhiana,Ludhiana Market,Onion,Grade A,2511,2939,2734,,,
08/27/2019,Bihar,Ludhiana,Coimbatore Mandi,Rice,Unknown,2117,2736,2153,,,
02/07/2023,Maharashtra,Patna,Jaipur Mandi,Wheat,Premium,1351,1566,1364,,,
10/02/2023,Tamil Nadu,Ludhiana,Coimbatore Mandi,Onion,Premium,2678,2852,2765,,,
02/03/2021,Uttar Pradesh,Ludhiana,Ludhiana Market,Cotton,Local,2996,3529,3262.5,,,
04/19/2019,Maharashtra,Lucknow,Mysuru Yard,Cotton,Grade A,2622,3392,3258,,,
09/12/2023,Bihar,Jaipur,Ludhiana Market,Cotton,Hybrid,2567,2709,2672,,,
03/02/2023,Bihar,Pune,Patna Bazaar,Cotton,Premium,2371,3015,2693,,,
10/01/2022,Rajasthan,Kolkata,Mysuru Yard,Tomato,Faq,1718,2275,2045,,,
07/08/2022,Rajasthan,Coimbatore,Patna Bazaar,Tomato,Standard,2885,3164,2982,,,
02/11/2023,Bihar,Jaipur,Coimbatore Mandi,Onion,Grade A,2441,2729,2561,,,
03/09/2024,West Bengal,Kolkata,Ludhiana Market,Cotton,Standard,1163,1865,1514,,,
11/09/2020,Bihar,Mysuru,APMC Pune,Cotton,Unknown,919,1111,1015,,,
02/12/2018,Tamil Nadu,Mysuru,Kolkata Market,Maize,Grade A,2462,2744,2614,,,
06/30/2023,Uttar Pradesh,Patna,APMC Pune,Maize,Faq,1578,1954,1782,,,
03/05/2022,Rajasthan,Pune,Coimbatore Mandi,Tomato,Grade A,924,1275,995,,,
07/06/2020,Uttar Pradesh,Kolkata,Lucknow Mandi,Onion,Unknown,891,1269,1080,,,
07/03/2025,West Bengal,Coimbatore,Kolkata Market,Rice,Unknown,2062,2166,2114,,,
07/09/2023,Tamil Nadu,Mysuru,Mysuru Yard,Cotton,Premium,2909,3414,3389,,,
01/07/2025,Karnataka,Mysuru,APMC Pune,Tomato,Hybrid,1446,2021,1653,,,
07/11/2022,Punjab,Pune,Mysuru Yard,Soyabean,Local,1511,2134,2067,,,
10/01/2024,Bihar,Kolkata,APMC Pune,Maize,Grade A,1375,1646,1510.5,,,
10/11/2021,Uttar Pradesh,Pune,APMC Pune,Rice,Standard,1207,1661,1542,,,
05/09/2019,Karnataka,Mysuru,Coimbatore Mandi,Soyabean,Premium,918,1262,985,,,
07/06/2021,Bihar,Jaipur,APMC Pune,Potato,Hybrid,2643,2806,2724.5,,,
08/06/2021,West Bengal,Lucknow,APMC Pune,Soyabean,Local,905,1565,1235,,,
06/08/2024,Maharashtra,Jaipur,Ludhiana Market,Cotton,Premium,1357,1683,1520,,,
07/03/2025,Karnataka,Patna,Jaipur Mandi,Potato,Standard,1814,2310,2062,,,
01/25/2018,West Bengal,Mysuru,Ludhiana Market,Maize,Unknown,908,1522,1226,,,
02/23/2018,West Bengal,Pune,Kolkata Market,Wheat,Local,1021,1492,1307,,,
01/04/2022,Rajasthan,Pune,Coimbatore Mandi,Rice,Grade A,2888,3270,2993,,,
09/11/2022,Tamil Nadu,Kolkata,Jaipur Mandi,Potato,Faq,942,1106,1058,,,
01/03/2024,Rajasthan,Ludhiana,Jaipur Mandi,Rice,Grade A,835,962,945,,,
09/06/2020,Punjab,Jaipur,Jaipur Mandi,Onion,Local,947,1490,1218.5,,,
02/08/2022,Bihar,Lucknow,Lucknow Mandi,Tomato,Local,2823,3147,3019,,,
09/02/2018,Rajasthan,Patna,Patna Bazaar,Maize,Local,1542,1906,1903,,,
07/03/2024,Rajasthan,Kolkata,Kolkata Market,Onion,Local,1891,2139,2108,,,
01/09/2022,Rajasthan,Jaipur,Lucknow Mandi,Soyabean,Faq,2185,2582,2345,,,
09/04/2018,Tamil Nadu,Coimbatore,Mysuru Yard,Cotton,Local,2422,3033,2662,,,
11/09/2025,Bihar,Mysuru,Patna Bazaar,Tomato,Standard,2889,3687,2901,,,
03/28/2021,Uttar Pradesh,Jaipur,Mysuru Yard,Cotton,Local,2950,3585,3267.5,,,
03/08/2024,Tamil Nadu,Pune,APMC Pune,Rice,Grade A,1307,1945,1636,,,
05/05/2020,Punjab,Jaipur,Ludhiana Market,Wheat,Premium,2931,3666,3278,,,
09/03/2020,Uttar Pradesh,Mysuru,APMC Pune,Cotton,Standard,2054,2296,2175,,,
10/10/2019,West Bengal,Coimbatore,APMC Pune,Soyabean,Hybrid,2038,2747,2392.5,,,
02/06/2022,Tamil Nadu,Coimbatore,APMC Pune,Soyabean,Premium,1567,1936,1751.5,,,
05/03/2019,Uttar Pradesh,Coimbatore,Lucknow Mandi,Potato,Grade A,2760,2863,2811.5,,,
02/11/2018,Maharashtra,Mysuru,Ludhiana Market,Onion,Grade A,1948,2567,2540,,,
02/07/2022,Tamil Nadu,Pune,Lucknow Mandi,Potato,Local,1155,1454,1258,,,
10/10/2020,Uttar Pradesh,Coimbatore,Mysuru Yard,Onion,Unknown,2935,3393,3164,,,
09/01/2021,Uttar Pradesh,Jaipur,Ludhiana Market,Maize,Grade A,1765,2003,1884,,,
07/05/2021,Karnataka,Jaipur,APMC Pune,Tomato,Faq,2024,2569,2050,,,
01/07/2019,Uttar Pradesh,Ludhiana,Patna Bazaar,Tomato,Grade A,1324,1630,1398,,,
02/02/2025,Tamil Nadu,Ludhiana,Ludhiana Market,Onion,Unknown,813,1188,814,,,
08/25/2018,Rajasthan,Ludhiana,Patna Bazaar,Wheat,Grade A,2791,3455,3255,,,
11/05/2025,Tamil Nadu,Pune,Ludhiana Market,Potato,Standard,1115,1255,1233,,,
09/03/2024,West Bengal,Patna,Coimbatore Mandi,Potato,Grade A,2374,2937,2566,,,
01/07/2022,Rajasthan,Patna,APMC Pune,Potato,Premium,877,1671,1617,,,
02/03/2018,Bihar,Mysuru,Patna Bazaar,Onion,Local,1299,1771,1513,,,
06/09/2024,Maharashtra,Pune,Mysuru Yard,Tomato,Unknown,2342,2503,2422.5,,,
07/03/2025,West Bengal,Ludhiana,Ludhiana Market,Rice,Premium,2770,3371,2869,,,
07/11/2018,Maharashtra,Pune,Kolkata Market,Onion,Grade A,1541,2308,1924.5,,,
09/01/2022,Rajasthan,Mysuru,APMC Pune,Wheat,Faq,1767,2499,1781,,,
05/21/2024,Maharashtra,Ludhiana,Jaipur Mandi,Tomato,Grade A,2940,3220,2959,,,
10/09/2018,Bihar,Patna,Mysuru Yard,Potato,Standard,1340,1674,1507,,,
07/06/2019,Rajasthan,Lucknow,Kolkata Market,Wheat,Local,1252,1650,1256,,,
12/08/2020,West Bengal,Kolkata,Ludhiana Market,Rice,Premium,1403,1669,1536,,,
08/03/2022,West Bengal,Mysuru,Kolkata Market,Wheat,Faq,2044,2804,2186,,,
01/02/2021,West Bengal,Kolkata,Jaipur Mandi,Wheat,Faq,1863,2594,2302,,,
01/01/2021,West Bengal,Jaipur,Ludhiana Market,Soyabean,Standard,1999,2151,2075,,,
05/11/2020,West Bengal,Patna,APMC Pune,Potato,Local,2137,2883,2360,,,
07/02/2019,Rajasthan,Mysuru,Coimbatore Mandi,Tomato,Hybrid,1514,1895,1795,,,
04/05/2022,Punjab,Mysuru,Coimbatore Mandi,Rice,Standard,1367,1659,1554,,,
05/03/2023,Rajasthan,Coimbatore,Ludhiana Market,Maize,Unknown,2268,2687,2434,,,
02/27/2024,Tamil Nadu,Lucknow,Coimbatore Mandi,Maize,Standard,2422,3075,2581,,,
05/07/2023,Karnataka,Coimbatore,Coimbatore Mandi,Wheat,Grade A,1888,2107,1997.5,,,
04/02/2023,Rajasthan,Lucknow,Coimbatore Mandi,Cotton,Standard,2383,2789,2586,,,
10/03/2024,Tamil Nadu,Kolkata,Ludhiana Market,Onion,Grade A,2311,3082,2923,,,
09/09/2020,West Bengal,Kolkata,Mysuru Yard,Maize,Unknown,1834,2439,2136.5,,,
06/04/2022,Punjab,Kolkata,Jaipur Mandi,Rice,Grade A,1762,2408,2085,,,
01/09/2024,Punjab,Mysuru,Patna Bazaar,Tomato,Hybrid,1730,2080,1905,,,
01/06/2019,Tamil Nadu,Lucknow,APMC Pune,Soyabean,Standard,1429,1554,1491.5,,,
03/07/2024,Maharashtra,Lucknow,Lucknow Mandi,Rice,Hybrid,1825,2497,2161,,,
04/03/2021,Tamil Nadu,Pune,Kolkata Market,Onion,Premium,2039,2541,2290,,,
08/26/2019,West Bengal,Ludhiana,Coimbatore Mandi,Maize,Grade A,1922,2529,2291,,,
10/09/2022,Maharashtra,Ludhiana,Patna Bazaar,Soyabean,Unknown,2979,3287,3054,,,
11/10/2023,Uttar Pradesh,Kolkata,Jaipur Mandi,Rice,Premium,2944,3354,3149,,,
06/01/2020,Uttar Pradesh,Patna,APMC Pune,Soyabean,Hybrid,1005,1314,1182,,,
03/11/2021,Punjab,Kolkata,Ludhiana Market,Potato,Premium,2819,3047,2895,,,
07/13/2021,Karnataka,Mysuru,APMC Pune,Tomato,Hybrid,2268,2542,2284,,,
08/29/2021,Uttar Pradesh,Mysuru,APMC Pune,Potato,Premium,2692,2854,2773,,,
04/27/2021,Bihar,Mysuru,Ludhiana Market,Onion,Hybrid,1786,1971,1793,,,
04/07/2023,Punjab,Lucknow,Mysuru Yard,Soyabean,Grade A,2781,3451,3436,,,
06/06/2025,West Bengal,Coimbatore,APMC Pune,Potato,Unknown,2844,3378,3278,,,
10/11/2022,Karnataka,Kolkata,Lucknow Mandi,Cotton,Standard,1639,2151,2118,,,
09/11/2019,Maharashtra,Lucknow,Mysuru Yard,Tomato,Standard,2151,2836,2722,,,
06/27/2023,West Bengal,Pune,Lucknow Mandi,Potato,Local,1728,2086,2023,,,
01/06/2021,Uttar Pradesh,Mysuru,Mysuru Yard,Rice,Hybrid,2504,2621,2619,,,
10/19/2020,Tamil Nadu,Coimbatore,Patna Bazaar,Wheat,Grade A,1679,2377,1996,,,
04/02/2018,Uttar Pradesh,Kolkata,Ludhiana Market,Maize,Grade A,2303,2535,2380,,,
10/27/2019,Uttar Pradesh,Pune,Kolkata Market,Onion,Local,2012,2248,2130,,,
09/08/2020,Tamil Nadu,Kolkata,APMC Pune,Potato,Local,2768,2956,2891,,,
09/28/2023,Tamil Nadu,Pune,Jaipur Mandi,Tomato,Grade A,1528,2103,1637,,,
10/02/2023,Rajasthan,Patna,Mysuru Yard,Onion,Unknown,1514,2230,1872,,,
05/07/2022,Karnataka,Lucknow,APMC Pune,Onion,Local,2332,2667,2551,,,
02/03/2021,Rajasthan,Lucknow,Jaipur Mandi,Maize,Standard,1637,2323,1980,,,
03/17/2021,Rajasthan,Mysuru,Patna Bazaar,Soyabean,Unknown,1127,1227,1192,,,
03/11/2020,Rajasthan,Mysuru,Lucknow Mandi,Onion,Local,1830,2100,2017,,,
07/12/2018,Punjab,Ludhiana,Kolkata Market,Wheat,Standard,891,1164,1027.5,,,
12/04/2024,West Bengal,Kolkata,Mysuru Yard,Cotton,Faq,937,1663,1417,,,
04/01/2018,Punjab,Coimbatore,Jaipur Mandi,Soyabean,Premium,1861,2524,1994,,,
03/04/2023,Uttar Pradesh,Pune,Coimbatore Mandi,Maize,Faq,1099,1694,1396.5,,,
05/04/2024,West Bengal,Pune,Coimbatore Mandi,Wheat,Grade A,2056,2653,2317,,,
05/03/2021,Bihar,Patna,Lucknow Mandi,Potato,Standard,940,1362,1047,,,
02/05/2023,Tamil Nadu,Lucknow,Lucknow Mandi,Onion,Grade A,1758,1887,1793,,,
01/11/2022,Karnataka,Pune,Patna Bazaar,Wheat,Unknown,905,1564,960,,,
01/15/2022,Punjab,Pune,APMC Pune,Rice,Local,1221,1853,1537,,,
07/11/2019,Tamil Nadu,Pune,Mysuru Yard,Soyabean,Grade A,2190,2380,2191,,,
06/03/2023,Punjab,Jaipur,Jaipur Mandi,Onion,Premium,1467,1940,1627,,,
11/10/2019,Karnataka,Lucknow,Coimbatore Mandi,Potato,Standard,1167,1443,1433,,,
03/01/2023,Uttar Pradesh,Kolkata,APMC Pune,Cotton,Hybrid,840,1435,993,,,
07/17/2019,Maharashtra,Ludhiana,Kolkata Market,Wheat,Standard,1167,1888,1643,,,
03/07/2020,Bihar,Pune,Jaipur Mandi,Wheat,Grade A,991,1553,1476,,,
01/07/2023,Uttar Pradesh,Mysuru,Lucknow Mandi,Cotton,Unknown,1250,1619,1522,,,
08/04/2024,West Bengal,Kolkata,Patna Bazaar,Potato,Hybrid,2648,3262,3147,,,
05/04/2024,Uttar Pradesh,Lucknow,Patna Bazaar,Onion,Local,1289,1440,1364.5,,,
11/02/2021,Rajasthan,Kolkata,APMC Pune,Wheat,Unknown,1070,1826,1448,,,
04/05/2022,Maharashtra,Ludhiana,Patna Bazaar,Potato,Premium,1303,1965,1737,,,
04/11/2021,West Bengal,Jaipur,Ludhiana Market,Maize,Local,1022,1265,1075,,,
07/09/2022,Bihar,Ludhiana,Patna Bazaar,Rice,Premium,1736,2238,1936,,,
01/07/2023,Karnataka,Jaipur,Coimbatore Mandi,Soyabean,Standard,2694,3428,3061,,,
10/07/2020,Karnataka,Patna,Lucknow Mandi,Tomato,Faq,2388,2819,2603.5,,,
01/09/2018,Tamil Nadu,Patna,Ludhiana Market,Rice,Standard,1143,1899,1521,,,
03/11/2022,Maharashtra,Pune,Patna Bazaar,Maize,Unknown,2951,3717,3445,,,
07/02/2023,Tamil Nadu,Mysuru,Patna Bazaar,Maize,Grade A,1168,1581,1240,,,
05/08/2022,Uttar Pradesh,Coimbatore,Ludhiana Market,Wheat,Grade A,2156,2803,2376,,,
05/28/2020,Uttar Pradesh,Jaipur,Coimbatore Mandi,Wheat,Faq,1043,1833,1438,,,
01/06/2024,Maharashtra,Patna,Patna Bazaar,Rice,Unknown,1359,1695,1465,,,
02/07/2022,Bihar,Pune,Kolkata Market,Onion,Premium,871,1434,1081,,,
05/12/2020,Bihar,Pune,Ludhiana Market,Rice,Premium,1559,1859,1709,,,
10/05/2022,West Bengal,Kolkata,Ludhiana Market,Maize,Standard,2531,2730,2682,,,
08/17/2022,Karnataka,Mysuru,Mysuru Yard,Rice,Grade A,1033,1522,1277.5,,,
06/06/2019,Rajasthan,Kolkata,Kolkata Market,Wheat,Local,913,1079,996,,,
01/08/2023,Rajasthan,Jaipur,Mysuru Yard,Soyabean,Premium,2179,2724,2681,,,
08/17/2024,West Bengal,Ludhiana,Mysuru Yard,Rice,Premium,1485,1769,1627,,,
05/05/2019,Tamil Nadu,Patna,APMC Pune,Potato,Hybrid,1700,2013,1710,,,
