Arrival_Date,State,District,Market,Commodity,Variety,Min_Price, Max_Price,Modal_Price,Year,Month,Month_Name,Season,Price_Spread,Price_Position_Index,Profit_Opportunity_Indicator,National_Commodity_Average,Relative_Market_Advantage
8/6/2024,Bihar,Patna,Patna Bazaar,Onion,Hybrid,2498.00,2860.00,2689.00,2024,8,August,Kharif,362.00,0.53,Normal,2967.977922,-278.98
2/9/2024,Tamil Nadu,Coimbatore,Coimbatore Mandi,Rice,Standard,4217.00,4934.00,4576.00,2024,2,February,Summer,717.00,0.5,High,3493.108757,1082.89
1/11/2024,Rajasthan,Jaipur,Jaipur Mandi,Rice,Grade A,4387.00,4592.00,4490.00,2024,1,January,Rabi,205.00,0.5,High,3493.108757,996.89
6/27/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Cotton,Standard,6419.00,7439.00,6916.00,2024,6,June,Kharif,1020.00,0.49,High,5789.811921,1126.19
2/12/2021,Rajasthan,Jaipur,Jaipur Mandi,Onion,Standard,1067.00,1336.00,1148.00,2021,2,February,Summer,269.00,0.3,Normal,2967.977922,-1819.98
11/5/2021,Bihar,Patna,Patna Bazaar,Cotton,Grade A,5763.00,6279.00,6021.00,2021,11,November,Rabi,516.00,0.5,High,5789.811921,231.19
3/5/2025,Karnataka,Mysuru,Mysuru Yard,Rice,Grade A,2372.00,3152.00,2567.00,2025,3,March,Summer,780.00,0.25,Normal,3493.108757,-926.11
9/5/2021,Bihar,Patna,Patna Bazaar,Rice,Unknown,3267.00,4070.00,3890.00,2021,9,September,Kharif,803.00,0.78,High,3493.108757,396.89
6/8/2023,Bihar,Patna,Patna Bazaar,Potato,Local,839.00,1200.00,1020.00,2023,6,June,Kharif,361.00,0.5,Normal,1290.850866,-270.85
8/9/2020,Maharashtra,Pune,APMC Pune,Cotton,Grade A,6253.00,6431.00,6387.00,2020,8,August,Kharif,178.00,0.75,High,5789.811921,597.19
6/7/2021,West Bengal,Kolkata,Kolkata Market,Maize,Unknown,1925.00,2199.00,1939.00,2021,6,June,Kharif,274.00,0.05,Normal,1970.373775,-31.37
11/4/2020,West Bengal,Kolkata,Kolkata Market,Onion,Hybrid,1874.00,2560.00,1944.00,2020,11,November,Rabi,686.00,0.1,Normal,2967.977922,-1023.98
7/2/2020,Bihar,Patna,Patna Bazaar,Cotton,Local,6218.00,6746.00,6550.00,2020,7,July,Kharif,528.00,0.63,High,5789.811921,760.19
7/9/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Onion,Local,2382.00,3338.00,2860.00,2022,7,July,Kharif,956.00,0.5,Normal,2967.977922,-107.98
1/12/2025,Uttar Pradesh,Lucknow,Lucknow Mandi,Wheat,Local,2122.00,2333.00,2169.00,2025,1,January,Rabi,211.00,0.22,Normal,2364.839335,-195.84
9/9/2023,Karnataka,Mysuru,Mysuru Yard,Wheat,Standard,2413.00,2619.00,2578.00,2023,9,September,Kharif,206.00,0.8,Normal,2364.839335,213.16
4/12/2021,Maharashtra,Pune,APMC Pune,Cotton,Local,5955.00,6367.00,6161.00,2021,4,April,Summer,412.00,0.5,High,5789.811921,371.19
12/3/2023,Punjab,Ludhiana,Ludhiana Market,Cotton,Grade A,6372.00,6642.00,6449.00,2023,12,December,Rabi,270.00,0.29,High,5789.811921,659.19
10/10/2024,Punjab,Ludhiana,Ludhiana Market,Onion,Unknown,3745.00,4266.00,4006.00,2024,10,October,Rabi,521.00,0.5,High,2967.977922,1038.02
7/7/2022,Karnataka,Mysuru,Mysuru Yard,Wheat,Grade A,2624.00,2950.00,2730.00,2022,7,July,Kharif,326.00,0.33,Normal,2364.839335,365.16
4/12/2019,Tamil Nadu,Coimbatore,Coimbatore Mandi,Potato,Standard,792.00,1010.00,804.00,2019,4,April,Summer,218.00,0.06,Normal,1290.850866,-486.85
8/4/2020,Karnataka,Mysuru,Mysuru Yard,Tomato,Grade A,3445.00,4226.00,3836.00,2020,8,August,Kharif,781.00,0.5,High,2353.777929,1482.22
6/1/2024,Karnataka,Mysuru,Mysuru Yard,Onion,Standard,2558.00,3103.00,2814.00,2024,6,June,Kharif,545.00,0.47,Normal,2967.977922,-153.98
12/11/2020,Maharashtra,Pune,APMC Pune,Tomato,Hybrid,1527.00,1803.00,1721.00,2020,12,December,Rabi,276.00,0.7,Normal,2353.777929,-632.78
6/12/2025,Karnataka,Mysuru,Mysuru Yard,Potato,Local,1660.00,2245.00,1691.00,2025,6,June,Kharif,585.00,0.05,Normal,1290.850866,400.15
3/9/2024,West Bengal,Kolkata,Kolkata Market,Rice,Premium,2891.00,3638.00,3280.00,2024,3,March,Summer,747.00,0.52,High,3493.108757,-213.11
10/11/2023,Rajasthan,Jaipur,Jaipur Mandi,Onion,Grade A,1535.00,2759.00,2251.00,2023,10,October,Rabi,1224.00,0.58,Normal,2967.977922,-716.98
6/20/2023,Maharashtra,Pune,APMC Pune,Soyabean,Grade A,3789.00,4592.00,3870.00,2023,6,June,Kharif,803.00,0.1,High,4476.642473,-606.64
3/10/2020,Maharashtra,Pune,APMC Pune,Onion,Premium,938.00,1351.00,1145.00,2020,3,March,Summer,413.00,0.5,Normal,2967.977922,-1822.98
4/11/2024,West Bengal,Kolkata,Kolkata Market,Maize,Hybrid,2198.00,2570.00,2420.00,2024,4,April,Summer,372.00,0.6,Normal,1970.373775,449.63
4/6/2023,Maharashtra,Pune,APMC Pune,Cotton,Faq,5962.00,6508.00,6263.00,2023,4,April,Summer,546.00,0.55,High,5789.811921,473.19
12/7/2024,Punjab,Ludhiana,Ludhiana Market,Soyabean,Grade A,3784.00,4567.00,4176.00,2024,12,December,Rabi,783.00,0.5,High,4476.642473,-300.64
6/5/2022,Karnataka,Mysuru,Mysuru Yard,Onion,Grade A,1469.00,2708.00,2089.00,2022,6,June,Kharif,1239.00,0.5,Normal,2967.977922,-878.98
2/2/2024,West Bengal,Kolkata,Kolkata Market,Potato,Grade A,1609.00,2094.00,1852.00,2024,2,February,Summer,485.00,0.5,Normal,1290.850866,561.15
6/1/2021,Uttar Pradesh,Lucknow,Lucknow Mandi,Soyabean,Unknown,4909.00,5154.00,5040.00,2021,6,June,Kharif,245.00,0.53,High,4476.642473,563.36
1/2/2021,Maharashtra,Pune,APMC Pune,Soyabean,Standard,4535.00,5271.00,4893.00,2021,1,January,Rabi,736.00,0.49,High,4476.642473,416.36
2/23/2018,Maharashtra,Pune,APMC Pune,Wheat,Unknown,1946.00,2259.00,2103.00,2018,2,February,Summer,313.00,0.5,Normal,2364.839335,-261.84
12/5/2019,West Bengal,Kolkata,Kolkata Market,Maize,Grade A,2172.00,2284.00,2266.00,2019,12,December,Rabi,112.00,0.84,Normal,1970.373775,295.63
7/9/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Wheat,Local,2576.00,2729.00,2629.00,2023,7,July,Kharif,153.00,0.35,Normal,2364.839335,264.16
5/2/2023,West Bengal,Kolkata,Kolkata Market,Potato,Premium,785.00,1223.00,1074.00,2023,5,May,Summer,438.00,0.66,Normal,1290.850866,-216.85
7/5/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Onion,Grade A,3030.00,4251.00,4107.00,2023,7,July,Kharif,1221.00,0.88,High,2967.977922,1139.02
4/23/2020,Rajasthan,Jaipur,Jaipur Mandi,Tomato,Unknown,2617.00,3260.00,2756.00,2020,4,April,Summer,643.00,0.22,Normal,2353.777929,402.22
9/3/2019,West Bengal,Kolkata,Kolkata Market,Soyabean,Standard,3553.00,4307.00,3667.00,2019,9,September,Kharif,754.00,0.15,High,4476.642473,-809.64
10/9/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Soyabean,Grade A,3047.00,3409.00,3228.00,2023,10,October,Rabi,362.00,0.5,High,4476.642473,-1248.64
7/24/2024,Karnataka,Mysuru,Mysuru Yard,Cotton,Hybrid,5407.00,6065.00,5736.00,2024,7,July,Kharif,658.00,0.5,High,5789.811921,-53.81
7/21/2023,Maharashtra,Pune,APMC Pune,Rice,Standard,4132.00,4473.00,4303.00,2023,7,July,Kharif,341.00,0.5,High,3493.108757,809.89
2/7/2020,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Hybrid,1283.00,1796.00,1540.00,2020,2,February,Summer,513.00,0.5,Normal,1290.850866,249.15
1/5/2021,Bihar,Patna,Patna Bazaar,Cotton,Standard,4783.00,4936.00,4787.00,2021,1,January,Rabi,153.00,0.03,High,5789.811921,-1002.81
8/24/2021,Punjab,Ludhiana,Ludhiana Market,Tomato,Faq,1197.00,1733.00,1465.00,2021,8,August,Kharif,536.00,0.5,Normal,2353.777929,-888.78
12/4/2022,Karnataka,Mysuru,Mysuru Yard,Potato,Local,1348.00,1746.00,1656.00,2022,12,December,Rabi,398.00,0.77,Normal,1290.850866,365.15
3/1/2019,West Bengal,Kolkata,Kolkata Market,Cotton,Hybrid,4290.00,4790.00,4673.00,2019,3,March,Summer,500.00,0.77,High,5789.811921,-1116.81
9/11/2019,Punjab,Ludhiana,Ludhiana Market,Wheat,Unknown,2542.00,2900.00,2709.00,2019,9,September,Kharif,358.00,0.47,Normal,2364.839335,344.16
12/7/2022,Karnataka,Mysuru,Mysuru Yard,Cotton,Standard,5118.00,6098.00,5804.00,2022,12,December,Rabi,980.00,0.7,High,5789.811921,14.19
6/4/2025,Rajasthan,Jaipur,Jaipur Mandi,Potato,Grade A,431.00,722.00,432.00,2025,6,June,Kharif,291.00,0,Normal,1290.850866,-858.85
2/3/2024,West Bengal,Kolkata,Kolkata Market,Maize,Grade A,2154.00,2293.00,2224.00,2024,2,February,Summer,139.00,0.5,Normal,1970.373775,253.63
8/6/2020,Bihar,Patna,Patna Bazaar,Cotton,Standard,6553.00,7371.00,7051.00,2020,8,August,Kharif,818.00,0.61,High,5789.811921,1261.19
10/6/2021,Maharashtra,Pune,APMC Pune,Maize,Premium,1518.00,1823.00,1770.00,2021,10,October,Rabi,305.00,0.83,Normal,1970.373775,-200.37
2/10/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Cotton,Hybrid,4979.00,5227.00,5220.00,2022,2,February,Summer,248.00,0.97,High,5789.811921,-569.81
4/24/2024,Maharashtra,Pune,APMC Pune,Potato,Standard,1664.00,2134.00,1899.00,2024,4,April,Summer,470.00,0.5,Normal,1290.850866,608.15
4/7/2020,Rajasthan,Jaipur,Jaipur Mandi,Tomato,Hybrid,2054.00,2572.00,2313.00,2020,4,April,Summer,518.00,0.5,Normal,2353.777929,-40.78
6/21/2021,Tamil Nadu,Coimbatore,Coimbatore Mandi,Maize,Faq,1273.00,1548.00,1376.00,2021,6,June,Kharif,275.00,0.37,Normal,1970.373775,-594.37
3/28/2018,Tamil Nadu,Coimbatore,Coimbatore Mandi,Wheat,Hybrid,2768.00,3005.00,2839.00,2018,3,March,Summer,237.00,0.3,Normal,2364.839335,474.16
1/7/2026,Uttar Pradesh,Lucknow,Lucknow Mandi,Rice,Grade A,4487.00,5054.00,4771.00,2026,1,January,Rabi,567.00,0.5,High,3493.108757,1277.89
5/10/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Onion,Faq,3539.00,4630.00,4085.00,2024,5,May,Summer,1091.00,0.5,High,2967.977922,1117.02
3/1/2022,West Bengal,Kolkata,Kolkata Market,Potato,Standard,921.00,1536.00,1229.00,2022,3,March,Summer,615.00,0.5,Normal,1290.850866,-61.85
1/9/2022,Bihar,Patna,Patna Bazaar,Soyabean,Premium,3452.00,3987.00,3572.00,2022,1,January,Rabi,535.00,0.22,High,4476.642473,-904.64
8/10/2020,Maharashtra,Pune,APMC Pune,Wheat,Premium,1991.00,2208.00,2029.00,2020,8,August,Kharif,217.00,0.18,Normal,2364.839335,-335.84
7/10/2020,Maharashtra,Pune,APMC Pune,Wheat,Grade A,2748.00,3271.00,3250.00,2020,7,July,Kharif,523.00,0.96,High,2364.839335,885.16
4/9/2022,Bihar,Patna,Patna Bazaar,Potato,Standard,1560.00,1942.00,1751.00,2022,4,April,Summer,382.00,0.5,Normal,1290.850866,460.15
2/5/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Potato,Hybrid,1526.00,2075.00,1801.00,2022,2,February,Summer,549.00,0.5,Normal,1290.850866,510.15
6/12/2023,Karnataka,Mysuru,Mysuru Yard,Onion,Premium,1977.00,3099.00,2538.00,2023,6,June,Kharif,1122.00,0.5,Normal,2967.977922,-429.98
8/7/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Tomato,Faq,2418.00,2880.00,2585.00,2023,8,August,Kharif,462.00,0.36,Normal,2353.777929,231.22
9/8/2019,Tamil Nadu,Coimbatore,Coimbatore Mandi,Tomato,Premium,2518.00,3436.00,2977.00,2019,9,September,Kharif,918.00,0.5,Normal,2353.777929,623.22
4/28/2021,Maharashtra,Pune,APMC Pune,Tomato,Standard,1958.00,3045.00,3010.00,2021,4,April,Summer,1087.00,0.97,Normal,2353.777929,656.22
9/6/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Onion,Unknown,2013.00,2648.00,2101.00,2020,9,September,Kharif,635.00,0.14,Normal,2967.977922,-866.98
8/31/2023,West Bengal,Kolkata,Kolkata Market,Soyabean,Premium,4285.00,4511.00,4493.00,2023,8,August,Kharif,226.00,0.92,High,4476.642473,16.36
5/2/2024,Tamil Nadu,Coimbatore,Coimbatore Mandi,Onion,Standard,3212.00,3511.00,3261.00,2024,5,May,Summer,299.00,0.16,High,2967.977922,293.02
6/7/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Cotton,Unknown,6056.00,6427.00,6319.00,2023,6,June,Kharif,371.00,0.71,High,5789.811921,529.19
7/25/2019,Maharashtra,Pune,APMC Pune,Soyabean,Local,4710.00,5303.00,5007.00,2019,7,July,Kharif,593.00,0.5,High,4476.642473,530.36
6/2/2019,Tamil Nadu,Coimbatore,Coimbatore Mandi,Onion,Premium,3410.00,3916.00,3793.00,2019,6,June,Kharif,506.00,0.76,High,2967.977922,825.02
7/9/2020,Bihar,Patna,Patna Bazaar,Wheat,Faq,1967.00,2269.00,2118.00,2020,7,July,Kharif,302.00,0.5,Normal,2364.839335,-246.84
8/27/2018,West Bengal,Kolkata,Kolkata Market,Rice,Grade A,2514.00,3398.00,2762.00,2018,8,August,Kharif,884.00,0.28,Normal,3493.108757,-731.11
4/11/2018,Karnataka,Mysuru,Mysuru Yard,Cotton,Faq,6136.00,6762.00,6449.00,2018,4,April,Summer,626.00,0.5,High,5789.811921,659.19
12/11/2023,Bihar,Patna,Patna Bazaar,Cotton,Grade A,4357.00,4496.00,4470.00,2023,12,December,Rabi,139.00,0.81,High,5789.811921,-1319.81
5/8/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Tomato,Grade A,2863.00,3454.00,2995.00,2023,5,May,Summer,591.00,0.22,Normal,2353.777929,641.22
11/28/2018,Maharashtra,Pune,APMC Pune,Tomato,Standard,3154.00,3851.00,3503.00,2018,11,November,Rabi,697.00,0.5,High,2353.777929,1149.22
6/9/2025,Bihar,Patna,Patna Bazaar,Soyabean,Faq,4553.00,5459.00,5290.00,2025,6,June,Kharif,906.00,0.81,High,4476.642473,813.36
7/11/2020,Uttar Pradesh,Lucknow,Lucknow Mandi,Tomato,Grade A,3279.00,3710.00,3600.00,2020,7,July,Kharif,431.00,0.74,High,2353.777929,1246.22
1/8/2024,Karnataka,Mysuru,Mysuru Yard,Wheat,Grade A,2393.00,2547.00,2470.00,2024,1,January,Rabi,154.00,0.5,Normal,2364.839335,105.16
2/2/2021,Rajasthan,Jaipur,Jaipur Mandi,Maize,Standard,1503.00,1753.00,1661.00,2021,2,February,Summer,250.00,0.63,Normal,1970.373775,-309.37
7/7/2020,Karnataka,Mysuru,Mysuru Yard,Potato,Premium,435.00,942.00,849.00,2020,7,July,Kharif,507.00,0.82,Normal,1290.850866,-441.85
3/3/2020,Bihar,Patna,Patna Bazaar,Wheat,Grade A,2424.00,2712.00,2568.00,2020,3,March,Summer,288.00,0.5,Normal,2364.839335,203.16
7/17/2021,Tamil Nadu,Coimbatore,Coimbatore Mandi,Tomato,Faq,1873.00,2660.00,1911.00,2021,7,July,Kharif,787.00,0.05,Normal,2353.777929,-442.78
10/6/2019,Bihar,Patna,Patna Bazaar,Potato,Standard,497.00,1048.00,840.00,2019,10,October,Rabi,551.00,0.62,Normal,1290.850866,-450.85
3/8/2025,Bihar,Patna,Patna Bazaar,Onion,Faq,2678.00,3085.00,2912.00,2025,3,March,Summer,407.00,0.57,Normal,2967.977922,-55.98
11/3/2024,West Bengal,Kolkata,Kolkata Market,Maize,Local,2382.00,2934.00,2418.00,2024,11,November,Rabi,552.00,0.07,Normal,1970.373775,447.63
6/5/2021,West Bengal,Kolkata,Kolkata Market,Wheat,Faq,2351.00,2703.00,2626.00,2021,6,June,Kharif,352.00,0.78,Normal,2364.839335,261.16
10/11/2020,Rajasthan,Jaipur,Jaipur Mandi,Onion,Grade A,3172.00,3483.00,3454.00,2020,10,October,Rabi,311.00,0.91,High,2967.977922,486.02
3/7/2025,Maharashtra,Pune,APMC Pune,Potato,Unknown,1145.00,1506.00,1230.00,2025,3,March,Summer,361.00,0.24,Normal,1290.850866,-60.85
3/1/2020,Maharashtra,Pune,APMC Pune,Soyabean,Standard,4223.00,4624.00,4424.00,2020,3,March,Summer,401.00,0.5,High,4476.642473,-52.64
7/17/2021,Tamil Nadu,Coimbatore,Coimbatore Mandi,Onion,Premium,4184.00,5238.00,4899.00,2021,7,July,Kharif,1054.00,0.68,High,2967.977922,1931.02
7/6/2024,Punjab,Ludhiana,Ludhiana Market,Rice,Standard,3037.00,3404.00,3398.00,2024,7,July,Kharif,367.00,0.98,High,3493.108757,-95.11
2/9/2022,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Local,1969.00,2383.00,2258.00,2022,2,February,Summer,414.00,0.7,Normal,1970.373775,287.63
9/18/2023,Punjab,Ludhiana,Ludhiana Market,Maize,Premium,1978.00,2302.00,2156.00,2023,9,September,Kharif,324.00,0.55,Normal,1970.373775,185.63
11/9/2021,Punjab,Ludhiana,Ludhiana Market,Soyabean,Grade A,3132.00,3561.00,3347.00,2021,11,November,Rabi,429.00,0.5,High,4476.642473,-1129.64
5/4/2020,Rajasthan,Jaipur,Jaipur Mandi,Potato,Faq,491.00,851.00,824.00,2020,5,May,Summer,360.00,0.93,Normal,1290.850866,-466.85
5/27/2023,Bihar,Patna,Patna Bazaar,Onion,Hybrid,3216.00,3907.00,3562.00,2023,5,May,Summer,691.00,0.5,High,2967.977922,594.02
6/4/2020,Punjab,Ludhiana,Ludhiana Market,Rice,Grade A,3263.00,3696.00,3480.00,2020,6,June,Kharif,433.00,0.5,High,3493.108757,-13.11
6/4/2019,Punjab,Ludhiana,Ludhiana Market,Onion,Hybrid,3308.00,3503.00,3337.00,2019,6,June,Kharif,195.00,0.15,High,2967.977922,369.02
3/2/2021,Bihar,Patna,Patna Bazaar,Tomato,Faq,1220.00,1544.00,1236.00,2021,3,March,Summer,324.00,0.05,Normal,2353.777929,-1117.78
9/18/2021,West Bengal,Kolkata,Kolkata Market,Rice,Hybrid,3991.00,4451.00,4124.00,2021,9,September,Kharif,460.00,0.29,High,3493.108757,630.89
1/24/2021,Uttar Pradesh,Lucknow,Lucknow Mandi,Tomato,Grade A,3333.00,3461.00,3399.00,2021,1,January,Rabi,128.00,0.52,High,2353.777929,1045.22
11/7/2024,West Bengal,Kolkata,Kolkata Market,Rice,Unknown,2685.00,3465.00,3075.00,2024,11,November,Rabi,780.00,0.5,Normal,3493.108757,-418.11
12/3/2023,Bihar,Patna,Patna Bazaar,Tomato,Standard,807.00,1056.00,969.00,2023,12,December,Rabi,249.00,0.65,Normal,2353.777929,-1384.78
8/8/2019,Maharashtra,Pune,APMC Pune,Potato,Grade A,420.00,779.00,600.00,2019,8,August,Kharif,359.00,0.5,Normal,1290.850866,-690.85
2/7/2024,Bihar,Patna,Patna Bazaar,Potato,Premium,1375.00,1734.00,1546.00,2024,2,February,Summer,359.00,0.48,Normal,1290.850866,255.15
12/12/2021,Rajasthan,Jaipur,Jaipur Mandi,Onion,Unknown,2370.00,3251.00,2766.00,2021,12,December,Rabi,881.00,0.45,Normal,2967.977922,-201.98
2/4/2021,Maharashtra,Pune,APMC Pune,Maize,Standard,1202.00,1492.00,1421.00,2021,2,February,Summer,290.00,0.76,Normal,1970.373775,-549.37
1/12/2025,Punjab,Ludhiana,Ludhiana Market,Rice,Hybrid,4064.00,4445.00,4411.00,2025,1,January,Rabi,381.00,0.91,High,3493.108757,917.89
11/26/2019,West Bengal,Kolkata,Kolkata Market,Cotton,Standard,5445.00,5967.00,5675.00,2019,11,November,Rabi,522.00,0.44,High,5789.811921,-114.81
6/4/2022,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Unknown,1406.00,1596.00,1501.00,2022,6,June,Kharif,190.00,0.5,Normal,1970.373775,-469.37
12/4/2019,Bihar,Patna,Patna Bazaar,Wheat,Premium,2435.00,2771.00,2603.00,2019,12,December,Rabi,336.00,0.5,Normal,2364.839335,238.16
6/24/2021,West Bengal,Kolkata,Kolkata Market,Potato,Standard,1536.00,1685.00,1573.00,2021,6,June,Kharif,149.00,0.25,Normal,1290.850866,282.15
8/5/2021,Karnataka,Mysuru,Mysuru Yard,Tomato,Unknown,2205.00,2440.00,2323.00,2021,8,August,Kharif,235.00,0.5,Normal,2353.777929,-30.78
3/9/2020,Punjab,Ludhiana,Ludhiana Market,Cotton,Grade A,5367.00,6279.00,5894.00,2020,3,March,Summer,912.00,0.58,High,5789.811921,104.19
7/27/2022,Uttar Pradesh,Lucknow,Lucknow Mandi,Rice,Grade A,3485.00,4412.00,4143.00,2022,7,July,Kharif,927.00,0.71,High,3493.108757,649.89
1/9/2023,Maharashtra,Pune,APMC Pune,Potato,Standard,541.00,748.00,610.00,2023,1,January,Rabi,207.00,0.33,Normal,1290.850866,-680.85
3/9/2026,West Bengal,Kolkata,Kolkata Market,Rice,Premium,3122.00,3273.00,3198.00,2026,3,March,Summer,151.00,0.5,High,3493.108757,-295.11
2/10/2025,West Bengal,Kolkata,Kolkata Market,Potato,Faq,611.00,832.00,674.00,2025,2,February,Summer,221.00,0.29,Normal,1290.850866,-616.85
11/9/2023,Karnataka,Mysuru,Mysuru Yard,Rice,Hybrid,2701.00,3154.00,2928.00,2023,11,November,Rabi,453.00,0.5,Normal,3493.108757,-565.11
6/2/2023,Karnataka,Mysuru,Mysuru Yard,Tomato,Standard,1467.00,2405.00,1823.00,2023,6,June,Kharif,938.00,0.38,Normal,2353.777929,-530.78
5/12/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Wheat,Grade A,2177.00,2408.00,2293.00,2023,5,May,Summer,231.00,0.5,Normal,2364.839335,-71.84
8/6/2022,West Bengal,Kolkata,Kolkata Market,Onion,Grade A,3407.00,3944.00,3852.00,2022,8,August,Kharif,537.00,0.83,High,2967.977922,884.02
6/15/2019,West Bengal,Kolkata,Kolkata Market,Cotton,Standard,6840.00,7748.00,7059.00,2019,6,June,Kharif,908.00,0.24,High,5789.811921,1269.19
10/9/2018,Maharashtra,Pune,APMC Pune,Soyabean,Standard,3738.00,4424.00,4164.00,2018,10,October,Rabi,686.00,0.62,High,4476.642473,-312.64
8/6/2021,West Bengal,Kolkata,Kolkata Market,Maize,Grade A,1903.00,2126.00,2015.00,2021,8,August,Kharif,223.00,0.5,Normal,1970.373775,44.63
9/6/2019,Maharashtra,Pune,APMC Pune,Soyabean,Hybrid,3598.00,4410.00,4154.00,2019,9,September,Kharif,812.00,0.68,High,4476.642473,-322.64
12/11/2018,Bihar,Patna,Patna Bazaar,Cotton,Hybrid,5607.00,6092.00,5850.00,2018,12,December,Rabi,485.00,0.5,High,5789.811921,60.19
5/7/2019,Bihar,Patna,Patna Bazaar,Potato,Faq,832.00,1206.00,1044.00,2019,5,May,Summer,374.00,0.57,Normal,1290.850866,-246.85
6/10/2025,Maharashtra,Pune,APMC Pune,Maize,Hybrid,1306.00,1543.00,1464.00,2025,6,June,Kharif,237.00,0.67,Normal,1970.373775,-506.37
6/18/2018,Rajasthan,Jaipur,Jaipur Mandi,Rice,Grade A,3803.00,4458.00,4131.00,2018,6,June,Kharif,655.00,0.5,High,3493.108757,637.89
5/5/2024,Tamil Nadu,Coimbatore,Coimbatore Mandi,Rice,Local,2807.00,2994.00,2916.00,2024,5,May,Summer,187.00,0.58,Normal,3493.108757,-577.11
8/8/2021,Karnataka,Mysuru,Mysuru Yard,Maize,Local,2305.00,2434.00,2370.00,2021,8,August,Kharif,129.00,0.5,Normal,1970.373775,399.63
4/7/2019,Maharashtra,Pune,APMC Pune,Soyabean,Standard,5299.00,6214.00,5757.00,2019,4,April,Summer,915.00,0.5,High,4476.642473,1280.36
6/4/2020,West Bengal,Kolkata,Kolkata Market,Soyabean,Premium,4686.00,5451.00,5104.00,2020,6,June,Kharif,765.00,0.55,High,4476.642473,627.36
5/11/2018,Punjab,Ludhiana,Ludhiana Market,Cotton,Hybrid,4904.00,5426.00,5004.00,2018,5,May,Summer,522.00,0.19,High,5789.811921,-785.81
5/1/2019,Maharashtra,Pune,APMC Pune,Soyabean,Hybrid,4292.00,5218.00,4420.00,2019,5,May,Summer,926.00,0.14,High,4476.642473,-56.64
6/4/2019,West Bengal,Kolkata,Kolkata Market,Soyabean,Local,5095.00,5865.00,5666.00,2019,6,June,Kharif,770.00,0.74,High,4476.642473,1189.36
10/3/2023,Rajasthan,Jaipur,Jaipur Mandi,Potato,Faq,703.00,1268.00,755.00,2023,10,October,Rabi,565.00,0.09,Normal,1290.850866,-535.85
12/6/2019,West Bengal,Kolkata,Kolkata Market,Cotton,Grade A,4444.00,5119.00,4782.00,2019,12,December,Rabi,675.00,0.5,High,5789.811921,-1007.81
7/10/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Soyabean,Local,3859.00,4341.00,4100.00,2022,7,July,Kharif,482.00,0.5,High,4476.642473,-376.64
6/1/2023,West Bengal,Kolkata,Kolkata Market,Potato,Premium,1391.00,1997.00,1694.00,2023,6,June,Kharif,606.00,0.5,Normal,1290.850866,403.15
11/8/2019,Tamil Nadu,Coimbatore,Coimbatore Mandi,Maize,Faq,1346.00,1815.00,1581.00,2019,11,November,Rabi,469.00,0.5,Normal,1970.373775,-389.37
6/4/2020,Bihar,Patna,Patna Bazaar,Cotton,Grade A,6535.00,6931.00,6752.00,2020,6,June,Kharif,396.00,0.55,High,5789.811921,962.19
3/10/2020,Rajasthan,Jaipur,Jaipur Mandi,Potato,Local,1505.00,1868.00,1828.00,2020,3,March,Summer,363.00,0.89,Normal,1290.850866,537.15
5/10/2019,Maharashtra,Pune,APMC Pune,Cotton,Faq,5141.00,5948.00,5545.00,2019,5,May,Summer,807.00,0.5,High,5789.811921,-244.81
5/7/2018,West Bengal,Kolkata,Kolkata Market,Cotton,Local,6487.00,7124.00,6806.00,2018,5,May,Summer,637.00,0.5,High,5789.811921,1016.19
4/2/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Soyabean,Grade A,4088.00,4509.00,4498.00,2022,4,April,Summer,421.00,0.97,High,4476.642473,21.36
7/10/2022,Uttar Pradesh,Lucknow,Lucknow Mandi,Tomato,Premium,2350.00,3137.00,2689.00,2022,7,July,Kharif,787.00,0.43,Normal,2353.777929,335.22
6/9/2024,Karnataka,Mysuru,Mysuru Yard,Wheat,Premium,2364.00,2900.00,2653.00,2024,6,June,Kharif,536.00,0.54,Normal,2364.839335,288.16
11/8/2024,Bihar,Patna,Patna Bazaar,Potato,Grade A,1227.00,1621.00,1424.00,2024,11,November,Rabi,394.00,0.5,Normal,1290.850866,133.15
6/11/2024,West Bengal,Kolkata,Kolkata Market,Onion,Faq,3299.00,4312.00,4225.00,2024,6,June,Kharif,1013.00,0.91,High,2967.977922,1257.02
